Dataset,Attribute,Criterion Difference Name,Paired t-statistics on Accuracy with Missing Values,Degrees of Freedom of Accuracy with Missing Values,P-value t-statistics on Accuracy with Missing Values,Paired t-statistics on Accuracy without Missing Values,P-value t-statistics on Accuracy without Missing Values,Degrees of Freedom of Accuracy without Missing Values,Paired t-statistics on Number of Nodes,P-value t-statistics on Number of Nodes,Degrees of Freedom of Number of Nodes
KDD98 Multiclass 2,RFA_5,LS Chi Square - Twoing,-3.641035959331184,29,0.999474970879,-3.640158168631025,29,0.999473744799,0.0,100.0,29
KDD98 Multiclass 2,RFA_24,LS Squared Gini - LS Chi Square,-7.4801651693731275,29,0.999999984818,-7.47480102615555,29,0.999999984605,6.158171556807826,5.16495930469e-07,29
KDD98 Multiclass 2,RFA_24,LS Squared Gini - Twoing,-5.8387292167174145,29,0.99999875931,-5.834985643197588,29,0.999998746452,6.158171556807826,5.16495930469e-07,29
KDD98 Multiclass 2,RFA_24,LS Chi Square - Twoing,3.6090016768622233,29,0.000571623643962,3.6048972812902615,29,0.000577876589903,0.0,100.0,29
KDD98 Multiclass 2,RFA_8,LS Squared Gini - LS Chi Square,0.7514996367212801,29,0.229203891716,0.7484694985084736,29,0.230102327331,0.0,100.0,29
KDD98 Multiclass 2,RFA_8,LS Squared Gini - Twoing,0.3903456405097647,29,0.349566790757,0.3846838226954622,29,0.351639204162,0.0,100.0,29
KDD98 Multiclass 2,RFA_8,LS Chi Square - Twoing,-0.2636073175983114,29,0.603026680126,-0.26864704017282176,29,0.604948368644,0.0,100.0,29
KDD98 Multiclass 2,RFA_4,LS Squared Gini - LS Chi Square,-1.0339847310106336,29,0.8451553225,-1.0344903955423044,29,0.845271487242,0.0,100.0,29
KDD98 Multiclass 2,RFA_4,LS Squared Gini - Twoing,-0.9579778280249209,29,0.827003543552,-0.9566126321609353,29,0.826664942138,0.0,100.0,29
KDD98 Multiclass 2,RFA_4,LS Chi Square - Twoing,0.21732756465368888,29,0.414737450489,0.22221636909741652,29,0.41285150843,0.0,100.0,29
KDD98 Multiclass 2,AGEFLAG,LS Squared Gini - LS Chi Square,-1.0,11,0.830599651902,-1.0,11,0.830599651902,11.0,1.41501406703e-07,11
KDD98 Multiclass 2,AGEFLAG,LS Squared Gini - Twoing,-1.0,11,0.830599651902,-1.0,11,0.830599651902,11.0,1.41501406703e-07,11
KDD98 Multiclass 2,AGEFLAG,LS Chi Square - Twoing,0.0,11,100.0,0.0,11,100.0,0.0,100.0,11
KDD98 Multiclass 2,RFA_18,LS Squared Gini - LS Chi Square,-4.884808321249634,29,0.999982531219,-4.886173579637036,29,0.999982597358,1.439245834257849,0.0803941042129,29
KDD98 Multiclass 2,RFA_18,LS Squared Gini - Twoing,-5.463623424231108,29,0.999996500943,-5.467405315449662,29,0.999996537438,1.439245834257849,0.0803941042129,29
KDD98 Multiclass 2,RFA_18,LS Chi Square - Twoing,-1.0359018951663852,29,0.845595425962,-1.0308659305012002,29,0.844437510193,0.0,100.0,29
KDD98 Multiclass 2,PETS,LS Squared Gini - LS Chi Square,0.0,2,100.0,0.0,2,100.0,0.0,100.0,2
KDD98 Multiclass 2,PETS,LS Squared Gini - Twoing,0.0,2,100.0,0.0,2,100.0,0.0,100.0,2
KDD98 Multiclass 2,PETS,LS Chi Square - Twoing,0.0,2,100.0,0.0,2,100.0,0.0,100.0,2
KDD98 Multiclass 2,RFA_2A,LS Squared Gini - LS Chi Square,0.0,29,100.0,0.0,29,100.0,0.0,100.0,29
KDD98 Multiclass 2,RFA_2A,LS Squared Gini - Twoing,0.0,29,100.0,0.0,29,100.0,0.0,100.0,29
KDD98 Multiclass 2,RFA_2A,LS Chi Square - Twoing,0.0,29,100.0,0.0,29,100.0,0.0,100.0,29
KDD98 Multiclass 2,PHOTO,LS Squared Gini - LS Chi Square,None,0,None,None,0,None,None,None,0
KDD98 Multiclass 2,PHOTO,LS Squared Gini - Twoing,None,0,None,None,0,None,None,None,0
KDD98 Multiclass 2,PHOTO,LS Chi Square - Twoing,None,0,None,None,0,None,None,None,0
KDD98 Multiclass 2,RFA_13,LS Squared Gini - LS Chi Square,-11.587620945805602,29,0.999999999999,-11.564123770066312,29,0.999999999999,29.0,0.0,29
KDD98 Multiclass 2,RFA_13,LS Squared Gini - Twoing,-2.595707206758281,29,0.992669157249,-2.5905327572073387,29,0.992579506817,29.0,0.0,29
KDD98 Multiclass 2,RFA_13,LS Chi Square - Twoing,7.971953098149481,29,4.30113455963e-09,7.96469792935345,29,4.38094738264e-09,0.0,100.0,29
KDD98 Multiclass 2,DOMAIN,LS Squared Gini - LS Chi Square,-1.4060466115091246,29,0.914832414854,-1.4060466115091246,29,0.914832414854,0.5708263279047433,0.286257281971,29
KDD98 Multiclass 2,DOMAIN,LS Squared Gini - Twoing,-0.6021258117600812,29,0.724115211485,-0.6021258117600812,29,0.724115211485,1.439245834257849,0.0803941042129,29
KDD98 Multiclass 2,DOMAIN,LS Chi Square - Twoing,0.9960648703989832,29,0.163728838457,0.9960648703989832,29,0.163728838457,1.0,0.162790994008,29
Nursery with Aggreg,NewAttrib3,LS Squared Gini - LS Chi Square,0.0,29,100.0,0.0,29,100.0,31.000000000000004,0.0,29
Nursery with Aggreg,NewAttrib3,LS Squared Gini - Twoing,0.0,29,100.0,0.0,29,100.0,31.000000000000004,0.0,29
Nursery with Aggreg,NewAttrib3,LS Chi Square - Twoing,0.0,29,100.0,0.0,29,100.0,0.0,100.0,29
Nursery with Aggreg,social,LS Squared Gini - LS Chi Square,-1.931976069902237,29,0.968407362062,-1.9318830380548895,29,0.968401376425,-2.1122354181147664,0.978301291095,29
Nursery with Aggreg,social,LS Squared Gini - Twoing,-1.931976069902237,29,0.968407362062,-1.9318830380548895,29,0.968401376425,0.2386932335131243,0.406511098258,29
Nursery with Aggreg,social,LS Chi Square - Twoing,0.0,29,100.0,0.0,29,100.0,3.5254179083580186,0.000712913708951,29
Nursery with Aggreg,NewAttrib1,LS Squared Gini - LS Chi Square,-2.959414176235212,29,0.996958159303,-2.9589924727480637,29,0.996954973625,2.812310599683276,0.00436658856199,29
Nursery with Aggreg,NewAttrib1,LS Squared Gini - Twoing,-3.9906822589121256,29,0.999794843365,-3.9905165566230014,29,0.999794751073,3.898443402509115,0.000263365476299,29
Nursery with Aggreg,NewAttrib1,LS Chi Square - Twoing,-0.37509965310000437,29,0.644842101735,-0.3754218156769404,29,0.644960592713,3.067068598656959,0.00232425539106,29
Nursery with Aggreg,parents,LS Squared Gini - LS Chi Square,0.0,29,100.0,0.0,29,100.0,-4.784844495080824,0.999976941037,29
Nursery with Aggreg,parents,LS Squared Gini - Twoing,0.0,29,100.0,0.0,29,100.0,2.408318915758459,0.0113041896984,29
Nursery with Aggreg,parents,LS Chi Square - Twoing,0.0,29,100.0,0.0,29,100.0,7.615773105863908,1.06904461949e-08,29
Nursery with Aggreg,health,LS Squared Gini - LS Chi Square,0.0,29,100.0,0.0,29,100.0,0.0,100.0,29
Nursery with Aggreg,health,LS Squared Gini - Twoing,0.0,29,100.0,0.0,29,100.0,0.0,100.0,29
Nursery with Aggreg,health,LS Chi Square - Twoing,0.0,29,100.0,0.0,29,100.0,0.0,100.0,29
Nursery with Aggreg,finance,LS Squared Gini - LS Chi Square,0.0,29,100.0,0.0,29,100.0,-7.615773105863908,0.99999998931,29
Nursery with Aggreg,finance,LS Squared Gini - Twoing,0.0,29,100.0,0.0,29,100.0,0.0,100.0,29
Nursery with Aggreg,finance,LS Chi Square - Twoing,0.0,29,100.0,0.0,29,100.0,7.615773105863908,1.06904461949e-08,29
Nursery with Aggreg,NewAttrib2,LS Squared Gini - LS Chi Square,-15.962208143843915,29,1.0,-15.96261086182652,29,1.0,3.9790537921445526,0.000211733266486,29
Nursery with Aggreg,NewAttrib2,LS Squared Gini - Twoing,-5.059170198182622,29,0.999989240474,-5.059021429336528,29,0.999989236023,-0.27846024303636535,0.608682485163,29
Nursery with Aggreg,NewAttrib2,LS Chi Square - Twoing,6.088571931054302,29,6.24767887092e-07,6.088507772085915,29,6.24877610211e-07,-4.784844495080824,0.999976941037,29
Nursery with Aggreg,has_nurs,LS Squared Gini - LS Chi Square,0.0,29,100.0,0.0,29,100.0,-6.59545297913646,0.999999842293,29
Nursery with Aggreg,has_nurs,LS Squared Gini - Twoing,0.0,29,100.0,0.0,29,100.0,0.0,100.0,29
Nursery with Aggreg,has_nurs,LS Chi Square - Twoing,0.0,29,100.0,0.0,29,100.0,6.59545297913646,1.57706533943e-07,29
Nursery with Aggreg,housing,LS Squared Gini - LS Chi Square,-3.961247888756848,29,0.999777793425,-3.961334474932586,29,0.999777845564,3.807886552931954,0.000336139383248,29
Nursery with Aggreg,housing,LS Squared Gini - Twoing,-3.961247888756848,29,0.999777793425,-3.961334474932586,29,0.999777845564,0.0,100.0,29
Nursery with Aggreg,housing,LS Chi Square - Twoing,0.0,29,100.0,0.0,29,100.0,7.615773105863908,1.06904461949e-08,29
Nursery with Aggreg,form,LS Squared Gini - LS Chi Square,-0.6037956175960779,29,0.7246630743,-0.6037956175960779,29,0.7246630743,-5.385164807134504,0.999995650262,29
Nursery with Aggreg,form,LS Squared Gini - Twoing,0.6148286168467387,29,0.271731220957,0.6151126840907053,29,0.271638712225,-0.7010887416930994,0.75558221509,29
Nursery with Aggreg,form,LS Chi Square - Twoing,1.5463425014911114,29,0.0664331433855,1.5462668898703595,29,0.0664422558545,4.709190014029515,2.84456889729e-05,29
Cars with Aggreg,PRICE,LS Squared Gini - LS Chi Square,0.0,29,100.0,0.0,29,100.0,0.0,100.0,29
Cars with Aggreg,PRICE,LS Squared Gini - Twoing,0.0,29,100.0,0.0,29,100.0,0.0,100.0,29
Cars with Aggreg,PRICE,LS Chi Square - Twoing,0.0,29,100.0,0.0,29,100.0,0.0,100.0,29
Cars with Aggreg,buying,LS Squared Gini - LS Chi Square,0.0,29,100.0,0.0,29,100.0,0.0,100.0,29
Cars with Aggreg,buying,LS Squared Gini - Twoing,0.0,29,100.0,0.0,29,100.0,0.0,100.0,29
Cars with Aggreg,buying,LS Chi Square - Twoing,0.0,29,100.0,0.0,29,100.0,0.0,100.0,29
Cars with Aggreg,maint,LS Squared Gini - LS Chi Square,0.0,29,100.0,0.0,29,100.0,0.0,100.0,29
Cars with Aggreg,maint,LS Squared Gini - Twoing,0.0,29,100.0,0.0,29,100.0,0.0,100.0,29
Cars with Aggreg,maint,LS Chi Square - Twoing,0.0,29,100.0,0.0,29,100.0,0.0,100.0,29
Cars with Aggreg,safety,LS Squared Gini - LS Chi Square,0.0,29,100.0,0.0,29,100.0,0.0,100.0,29
Cars with Aggreg,safety,LS Squared Gini - Twoing,0.0,29,100.0,0.0,29,100.0,0.0,100.0,29
Cars with Aggreg,safety,LS Chi Square - Twoing,0.0,29,100.0,0.0,29,100.0,0.0,100.0,29
Cars with Aggreg,lug_boot,LS Squared Gini - LS Chi Square,0.0,29,100.0,0.0,29,100.0,0.0,100.0,29
Cars with Aggreg,lug_boot,LS Squared Gini - Twoing,0.0,29,100.0,0.0,29,100.0,0.0,100.0,29
Cars with Aggreg,lug_boot,LS Chi Square - Twoing,0.0,29,100.0,0.0,29,100.0,0.0,100.0,29
Mushroom,stalk-color-above-ring,LS Squared Gini - LS Chi Square,0.0,29,100.0,0.0,29,100.0,0.0,100.0,29
Mushroom,stalk-color-above-ring,LS Squared Gini - Twoing,0.0,29,100.0,0.0,29,100.0,0.0,100.0,29
Mushroom,stalk-color-above-ring,LS Chi Square - Twoing,0.0,29,100.0,0.0,29,100.0,0.0,100.0,29
Mushroom,stalk-root,LS Squared Gini - LS Chi Square,0.0,29,100.0,0.0,29,100.0,0.0,100.0,29
Mushroom,stalk-root,LS Squared Gini - Twoing,0.0,29,100.0,0.0,29,100.0,0.0,100.0,29
Mushroom,stalk-root,LS Chi Square - Twoing,0.0,29,100.0,0.0,29,100.0,0.0,100.0,29
Mushroom,cap-surface,LS Squared Gini - LS Chi Square,0.0,29,100.0,0.0,29,100.0,0.0,100.0,29
Mushroom,cap-surface,LS Squared Gini - Twoing,0.0,29,100.0,0.0,29,100.0,0.0,100.0,29
Mushroom,cap-surface,LS Chi Square - Twoing,0.0,29,100.0,0.0,29,100.0,0.0,100.0,29
Mushroom,bruises?,LS Squared Gini - LS Chi Square,0.0,29,100.0,0.0,29,100.0,0.0,100.0,29
Mushroom,bruises?,LS Squared Gini - Twoing,0.0,29,100.0,0.0,29,100.0,0.0,100.0,29
Mushroom,bruises?,LS Chi Square - Twoing,0.0,29,100.0,0.0,29,100.0,0.0,100.0,29
Mushroom,stalk-surface-below-ring,LS Squared Gini - LS Chi Square,0.0,29,100.0,0.0,29,100.0,0.0,100.0,29
Mushroom,stalk-surface-below-ring,LS Squared Gini - Twoing,0.0,29,100.0,0.0,29,100.0,0.0,100.0,29
Mushroom,stalk-surface-below-ring,LS Chi Square - Twoing,0.0,29,100.0,0.0,29,100.0,0.0,100.0,29
Mushroom,cap-shape,LS Squared Gini - LS Chi Square,1.3852965645859074,29,0.0882628370434,1.3713911298279013,29,0.0903859983599,-1.439245834257849,0.919605895787,29
Mushroom,cap-shape,LS Squared Gini - Twoing,1.3852965645859074,29,0.0882628370434,1.3713911298279013,29,0.0903859983599,-1.439245834257849,0.919605895787,29
Mushroom,cap-shape,LS Chi Square - Twoing,0.0,29,100.0,0.0,29,100.0,0.0,100.0,29
Mushroom,ring-type,LS Squared Gini - LS Chi Square,0.0,29,100.0,0.0,29,100.0,0.0,100.0,29
Mushroom,ring-type,LS Squared Gini - Twoing,0.0,29,100.0,0.0,29,100.0,0.0,100.0,29
Mushroom,ring-type,LS Chi Square - Twoing,0.0,29,100.0,0.0,29,100.0,0.0,100.0,29
Mushroom,spore-print-color,LS Squared Gini - LS Chi Square,0.0,29,100.0,0.0,29,100.0,0.0,100.0,29
Mushroom,spore-print-color,LS Squared Gini - Twoing,0.0,29,100.0,0.0,29,100.0,0.0,100.0,29
Mushroom,spore-print-color,LS Chi Square - Twoing,0.0,29,100.0,0.0,29,100.0,0.0,100.0,29
Mushroom,stalk-shape,LS Squared Gini - LS Chi Square,0.0,29,100.0,0.0,29,100.0,0.0,100.0,29
Mushroom,stalk-shape,LS Squared Gini - Twoing,0.0,29,100.0,0.0,29,100.0,0.0,100.0,29
Mushroom,stalk-shape,LS Chi Square - Twoing,0.0,29,100.0,0.0,29,100.0,0.0,100.0,29
Mushroom,stalk-color-below-ring,LS Squared Gini - LS Chi Square,0.0,29,100.0,0.0,29,100.0,0.0,100.0,29
Mushroom,stalk-color-below-ring,LS Squared Gini - Twoing,0.0,29,100.0,0.0,29,100.0,0.0,100.0,29
Mushroom,stalk-color-below-ring,LS Chi Square - Twoing,0.0,29,100.0,0.0,29,100.0,0.0,100.0,29
Mushroom,population,LS Squared Gini - LS Chi Square,0.0,29,100.0,0.0,29,100.0,-5.0373604199024715,0.999988567959,29
Mushroom,population,LS Squared Gini - Twoing,-1.4358851203847076,29,0.919132565945,-1.4358851203847076,29,0.919132565945,-5.288126862537028,0.99999430542,29
Mushroom,population,LS Chi Square - Twoing,-1.4358851203847076,29,0.919132565945,-1.4358851203847076,29,0.919132565945,-1.439245834257849,0.919605895787,29
Mushroom,gill-spacing,LS Squared Gini - LS Chi Square,0.0,29,100.0,0.0,29,100.0,0.0,100.0,29
Mushroom,gill-spacing,LS Squared Gini - Twoing,0.0,29,100.0,0.0,29,100.0,0.0,100.0,29
Mushroom,gill-spacing,LS Chi Square - Twoing,0.0,29,100.0,0.0,29,100.0,0.0,100.0,29
Mushroom,odor,LS Squared Gini - LS Chi Square,0.0,29,100.0,0.0,29,100.0,0.0,100.0,29
Mushroom,odor,LS Squared Gini - Twoing,0.0,29,100.0,0.0,29,100.0,0.0,100.0,29
Mushroom,odor,LS Chi Square - Twoing,0.0,29,100.0,0.0,29,100.0,0.0,100.0,29
Mushroom,cap-color,LS Squared Gini - LS Chi Square,2.3949895407726656,29,0.0116511450858,2.3949895407726656,29,0.0116511450858,2.408318915758459,0.0113041896984,29
Mushroom,cap-color,LS Squared Gini - Twoing,0.0,29,100.0,0.0,29,100.0,0.0,100.0,29
Mushroom,cap-color,LS Chi Square - Twoing,-2.3949895407726656,29,0.988348854914,-2.3949895407726656,29,0.988348854914,-2.408318915758459,0.988695810302,29
Mushroom,stalk-surface-above-ring,LS Squared Gini - LS Chi Square,0.0,29,100.0,0.0,29,100.0,0.0,100.0,29
Mushroom,stalk-surface-above-ring,LS Squared Gini - Twoing,0.0,29,100.0,0.0,29,100.0,0.0,100.0,29
Mushroom,stalk-surface-above-ring,LS Chi Square - Twoing,0.0,29,100.0,0.0,29,100.0,0.0,100.0,29
Mushroom,gill-color,LS Squared Gini - LS Chi Square,0.0,29,100.0,0.0,29,100.0,0.0,100.0,29
Mushroom,gill-color,LS Squared Gini - Twoing,0.0,29,100.0,0.0,29,100.0,3.807886552931954,0.000336139383248,29
Mushroom,gill-color,LS Chi Square - Twoing,0.0,29,100.0,0.0,29,100.0,3.807886552931954,0.000336139383248,29
Mushroom,gill-size,LS Squared Gini - LS Chi Square,0.0,29,100.0,0.0,29,100.0,0.0,100.0,29
Mushroom,gill-size,LS Squared Gini - Twoing,0.0,29,100.0,0.0,29,100.0,0.0,100.0,29
Mushroom,gill-size,LS Chi Square - Twoing,0.0,29,100.0,0.0,29,100.0,0.0,100.0,29
Mushroom,habitat,LS Squared Gini - LS Chi Square,0.0,29,100.0,0.0,29,100.0,0.0,100.0,29
Mushroom,habitat,LS Squared Gini - Twoing,0.0,29,100.0,0.0,29,100.0,0.0,100.0,29
Mushroom,habitat,LS Chi Square - Twoing,0.0,29,100.0,0.0,29,100.0,0.0,100.0,29
Mushroom,ring-number,LS Squared Gini - LS Chi Square,0.9999999999999999,13,0.167780638933,0.9999999999999999,13,0.167780638933,-5.70087712549569,0.999963588455,13
Mushroom,ring-number,LS Squared Gini - Twoing,0.9999999999999999,13,0.167780638933,0.9999999999999999,13,0.167780638933,-5.70087712549569,0.999963588455,13
Mushroom,ring-number,LS Chi Square - Twoing,0.0,13,100.0,0.0,13,100.0,0.0,100.0,13
KDD98 Multiclass 5,GARDENIN,LS Squared Gini - LS Chi Square,0.0,14,100.0,0.0,14,100.0,0.0,100.0,14
KDD98 Multiclass 5,GARDENIN,LS Squared Gini - Twoing,0.0,14,100.0,0.0,14,100.0,0.0,100.0,14
KDD98 Multiclass 5,GARDENIN,LS Chi Square - Twoing,0.0,14,100.0,0.0,14,100.0,0.0,100.0,14
KDD98 Multiclass 5,RFA_19,LS Squared Gini - LS Chi Square,2.803500279617037,29,0.00446110475243,2.804968790929563,29,0.00444521837209,-0.5323416404432751,0.700727589102,29
KDD98 Multiclass 5,RFA_19,LS Squared Gini - Twoing,0.273954505186885,29,0.393030751813,0.2707161590065011,29,0.394263433219,-4.418811651829328,0.999936476917,29
KDD98 Multiclass 5,RFA_19,LS Chi Square - Twoing,-2.71629550136608,29,0.994494014629,-2.7160729514227877,29,0.994491076685,-4.892128096921898,0.99998288291,29
KDD98 Multiclass 5,RFA_20,LS Squared Gini - LS Chi Square,0.8634043270334619,29,0.197500044857,0.864501005423524,29,0.197203768618,3.260557688880273,0.00142071227933,29
KDD98 Multiclass 5,RFA_20,LS Squared Gini - Twoing,0.44747807725306943,29,0.328927307577,0.4485228636428326,29,0.328554689068,4.348912907642653,7.70152312793e-05,29
KDD98 Multiclass 5,RFA_20,LS Chi Square - Twoing,-0.6877596129670285,29,0.751465666654,-0.6875034772633403,29,0.751386183002,0.6260126930757011,0.268101547575,29
KDD98 Multiclass 5,CATLG,LS Squared Gini - LS Chi Square,0.0,13,100.0,0.0,13,100.0,0.0,100.0,13
KDD98 Multiclass 5,CATLG,LS Squared Gini - Twoing,0.0,13,100.0,0.0,13,100.0,0.0,100.0,13
KDD98 Multiclass 5,CATLG,LS Chi Square - Twoing,0.0,13,100.0,0.0,13,100.0,0.0,100.0,13
KDD98 Multiclass 5,RECINHSE,LS Squared Gini - LS Chi Square,0.0,13,100.0,0.0,13,100.0,0.0,100.0,13
KDD98 Multiclass 5,RECINHSE,LS Squared Gini - Twoing,0.0,13,100.0,0.0,13,100.0,0.0,100.0,13
KDD98 Multiclass 5,RECINHSE,LS Chi Square - Twoing,0.0,13,100.0,0.0,13,100.0,0.0,100.0,13
KDD98 Multiclass 5,RFA_12,LS Squared Gini - LS Chi Square,-0.20714994761125874,29,0.581329764077,-0.199723592189125,29,0.578454674376,2.248763994237581,0.0161470842543,29
KDD98 Multiclass 5,RFA_12,LS Squared Gini - Twoing,-2.3064388326963474,29,0.985786320367,-2.3126457621904963,29,0.98598137343,2.719268708818048,0.00546687541972,29
KDD98 Multiclass 5,RFA_12,LS Chi Square - Twoing,-1.8488126542069212,29,0.962648006794,-1.862624246310216,29,0.96366293287,0.3598114585644622,0.360797633792,29
KDD98 Multiclass 5,STATE,LS Squared Gini - LS Chi Square,2.8767938550224845,10,0.00823789686194,2.880074175193458,10,0.00819172098635,-0.5590169943749475,0.705775330842,10
KDD98 Multiclass 5,STATE,LS Squared Gini - Twoing,2.0895186195848026,10,0.0315900496605,2.092015445098166,10,0.0314578502236,1.0000000000000002,0.170446566151,10
KDD98 Multiclass 5,STATE,LS Chi Square - Twoing,-2.88028479823672,10,0.991811234926,-2.8797797577639295,10,0.991804145312,1.49071198499986,0.0834447979082,10
KDD98 Multiclass 5,RFA_15,LS Squared Gini - LS Chi Square,-0.4652859401110027,29,0.677399044383,-0.4652937266264011,29,0.677401798982,3.611732225044862,0.000567500195194,29
KDD98 Multiclass 5,RFA_15,LS Squared Gini - Twoing,0.4335796108113744,29,0.333901037566,0.4341760243804646,29,0.333686963767,0.7217742609932383,0.238106541856,29
KDD98 Multiclass 5,RFA_15,LS Chi Square - Twoing,1.0671861718794402,29,0.147345862748,1.0680793009700784,29,0.147147738773,-1.8608295373741732,0.963532407833,29
KDD98 Multiclass 5,RFA_11,LS Squared Gini - LS Chi Square,-2.518311604492786,29,0.99121754392,-2.520628568425556,29,0.991264601943,3.4269230590855932,0.000923085782908,29
KDD98 Multiclass 5,RFA_11,LS Squared Gini - Twoing,-2.515506134249505,29,0.991160251396,-2.5151471788388373,29,0.991152896097,4.5580828648660034,4.32347095229e-05,29
KDD98 Multiclass 5,RFA_11,LS Chi Square - Twoing,-0.3165939142713997,29,0.623090232106,-0.3164480010827695,29,0.623035430278,0.5505777769777329,0.29306989327,29
KDD98 Multiclass 5,RFA_22,LS Squared Gini - LS Chi Square,4.020312829807899,29,0.000189291962613,4.023429885163146,29,0.000187694813752,-7.918503817180534,0.999999995074,29
KDD98 Multiclass 5,RFA_22,LS Squared Gini - Twoing,3.446914989777176,29,0.000876079974898,3.446458017333456,29,0.00087712811588,-9.126766806510702,0.999999999749,29
KDD98 Multiclass 5,RFA_22,LS Chi Square - Twoing,-0.5676919205909757,29,0.712693340936,-0.5703635888514179,29,0.713587916886,-0.9999999999999999,0.837209005992,29
KDD98 Multiclass 5,COLLECT1,LS Squared Gini - LS Chi Square,None,0,None,None,0,None,None,None,0
KDD98 Multiclass 5,COLLECT1,LS Squared Gini - Twoing,None,0,None,None,0,None,None,None,0
KDD98 Multiclass 5,COLLECT1,LS Chi Square - Twoing,None,0,None,None,0,None,None,None,0
KDD98 Multiclass 5,OSOURCE,LS Squared Gini - LS Chi Square,0.8797051022226483,24,0.19387144622,0.8895296056784497,24,0.191274195218,0.0,100.0,24
KDD98 Multiclass 5,OSOURCE,LS Squared Gini - Twoing,-2.767561800379281,24,0.994647733874,-2.767319273751705,24,0.994644730431,0.0,100.0,24
KDD98 Multiclass 5,OSOURCE,LS Chi Square - Twoing,-3.30559488896974,24,0.998514475785,-3.325570767544992,24,0.998585236773,0.0,100.0,24
KDD98 Multiclass 5,RFA_2,LS Squared Gini - LS Chi Square,-6.970261628869174,29,0.999999942108,-6.970261628869174,29,0.999999942108,16.07801887875686,3.33066907388e-16,29
KDD98 Multiclass 5,RFA_2,LS Squared Gini - Twoing,-7.168840672554808,29,0.999999965747,-7.168840672554808,29,0.999999965747,16.07801887875686,3.33066907388e-16,29
KDD98 Multiclass 5,RFA_2,LS Chi Square - Twoing,-1.2774394978342263,29,0.894210146816,-1.2774394978342263,29,0.894210146816,0.0,100.0,29
KDD98 Multiclass 5,PETS,LS Squared Gini - LS Chi Square,0.0,7,100.0,0.0,7,100.0,0.0,100.0,7
KDD98 Multiclass 5,PETS,LS Squared Gini - Twoing,0.0,7,100.0,0.0,7,100.0,0.0,100.0,7
KDD98 Multiclass 5,PETS,LS Chi Square - Twoing,0.0,7,100.0,0.0,7,100.0,0.0,100.0,7
KDD98 Multiclass 5,RFA_7,LS Squared Gini - LS Chi Square,-0.522458378486603,29,0.697340073845,-0.5288417080511482,29,0.699530048012,8.448941672459066,1.30337318716e-09,29
KDD98 Multiclass 5,RFA_7,LS Squared Gini - Twoing,0.5027710629783801,29,0.309461131215,0.49628403021039125,29,0.311717445009,6.433377768681325,2.44310807584e-07,29
KDD98 Multiclass 5,RFA_7,LS Chi Square - Twoing,1.2989170095429559,29,0.102102868409,1.3001967922554085,29,0.101886315363,-0.8813544770895048,0.807313677582,29
KDD98 Multiclass 5,RFA_23,LS Squared Gini - LS Chi Square,0.5618630050390413,29,0.289263217295,0.5539405480601026,29,0.291933024548,8.081572548701578,3.26055682454e-09,29
KDD98 Multiclass 5,RFA_23,LS Squared Gini - Twoing,3.18815559196955,29,0.00171015654627,3.1844406999351933,29,0.00172643798064,2.6639309986919146,0.00623908661933,29
KDD98 Multiclass 5,RFA_23,LS Chi Square - Twoing,2.0888021180732306,29,0.0228064214632,2.094278430544889,29,0.0225431540129,-3.563269733223945,0.999354831861,29
KDD98 Multiclass 5,RFA_9,LS Squared Gini - LS Chi Square,-0.002684034877844319,29,0.501061584342,-0.006426047094038814,29,0.50254160292,2.8105429624252456,0.00438539936651,29
KDD98 Multiclass 5,RFA_9,LS Squared Gini - Twoing,1.4903817271930997,29,0.0734606371963,1.4860810716912232,29,0.0740246081636,0.3598114585644622,0.360797633792,29
KDD98 Multiclass 5,RFA_9,LS Chi Square - Twoing,1.934232015072466,29,0.031447792745,1.9351018661349104,29,0.0313920975836,-3.3397374378603706,0.998841885572,29
KDD98 Multiclass 5,STEREO,LS Squared Gini - LS Chi Square,0.0,5,100.0,0.0,5,100.0,0.0,100.0,5
KDD98 Multiclass 5,STEREO,LS Squared Gini - Twoing,0.0,5,100.0,0.0,5,100.0,0.0,100.0,5
KDD98 Multiclass 5,STEREO,LS Chi Square - Twoing,0.0,5,100.0,0.0,5,100.0,0.0,100.0,5
KDD98 Multiclass 5,RFA_18,LS Squared Gini - LS Chi Square,1.3233621665569908,29,0.098027062676,1.3261326139418053,29,0.0975731625536,-0.3483373539169912,0.634948517168,29
KDD98 Multiclass 5,RFA_18,LS Squared Gini - Twoing,-1.197190189134841,29,0.879536333259,-1.1983594187872135,29,0.879760467865,-5.490637046758202,0.999996753383,29
KDD98 Multiclass 5,RFA_18,LS Chi Square - Twoing,-2.9472278155436835,29,0.996864815437,-2.946792922923879,29,0.996861434683,-5.834678933829141,0.999998745392,29
KDD98 Multiclass 5,AGEFLAG,LS Squared Gini - LS Chi Square,-2.23162793753047,10,0.97514746302,-2.23162793753047,10,0.97514746302,5.163977794943223,0.000211390596803,10
KDD98 Multiclass 5,AGEFLAG,LS Squared Gini - Twoing,-0.736509907665273,10,0.760828775663,-0.736509907665273,10,0.760828775663,5.163977794943223,0.000211390596803,10
KDD98 Multiclass 5,AGEFLAG,LS Chi Square - Twoing,1.0,10,0.170446566151,1.0,10,0.170446566151,0.0,100.0,10
KDD98 Multiclass 5,VETERANS,LS Squared Gini - LS Chi Square,None,0,None,None,0,None,None,None,0
