Date Time,Dataset,Use Numeric attributes?,Attribute Name,Is the Attribute Numeric?,Number of Different Values (only for Nominal Attributes),Total Number of Samples,Trial Number,Criterion,Maximum Depth Allowed,Total Number of folds,Fold Number,Is stratified?,Number of Samples Forcing a Leaf,Use Min Samples in Second Largest Class?,Min Samples in Second Largest Class,Uses Chi+AC0-Square Test,Maximum p+AC0-value Allowed by Chi+AC0-Square Test +AFs-between 0 and 1+AF0-,Minimum Number in Second Most Frequent Value,Number of Attributes in Dataset,Number of Valid Attributes in Dataset (m),Number of Valid Nominal Attributes in Dataset (m+AF8-nom),Number of Valid Numeric Attributes in Dataset (m+AF8-num),Total Number of Inversions (pairs),Total Number of Ties (pairs),Total Number of Correct (pairs),Criterion Value in Root Node,Total Time Taken for Current Fold +AFs-s+AF0-,Accuracy Percentage on Trivial Trees (with no splits),Accuracy Percentage (with missing values),Accuracy Percentage (without missing values),Number of Samples Classified using Unkown Value,Percentage of Samples with Unkown Values for Accepted Attribute,Number of Nodes (after prunning),Tree Depth (after prunning),Number of Nodes Pruned
2017+AC0-05+AC0-10 13:18:50.026872,Cover Type,False,soil+AF8-type+AF8-25,False,2,581012,2,Twoing,1,3,2,True,1,False,None,True,0.1,15,45,42,42,0,180.0,210.0,471.0,0.000104045052524,1.6481209819999094,48.76001053332714,48.76001053332714,48.76001053332714,0,0.0,1,0,2
2017+AC0-05+AC0-10 13:18:50.026889,Cover Type,False,soil+AF8-type+AF8-26,False,2,581012,2,Twoing,1,3,2,True,1,False,None,True,0.1,15,45,42,42,0,180.0,210.0,471.0,0.0012903005419,1.7992698759999257,48.76001053332714,48.76001053332714,48.76001053332714,0,0.0,1,0,2
2017+AC0-05+AC0-10 13:18:50.026906,Cover Type,False,soil+AF8-type+AF8-27,False,2,581012,2,Twoing,1,3,2,True,1,False,None,True,0.1,15,45,42,42,0,180.0,210.0,471.0,0.000121344159215,2.5682709400000476,48.76001053332714,48.79408894465356,48.79408894465356,0,0.0,3,1,0
2017+AC0-05+AC0-10 13:18:50.026926,Cover Type,False,soil+AF8-type+AF8-28,False,2,581012,2,Twoing,1,3,2,True,1,False,None,True,0.1,15,45,42,42,0,180.0,210.0,471.0,0.000703275614859,2.0377750900001956,48.76001053332714,48.76001053332714,48.76001053332714,0,0.0,1,0,2
2017+AC0-05+AC0-10 13:18:50.026944,Cover Type,False,soil+AF8-type+AF8-29,False,2,581012,2,Twoing,1,3,2,True,1,False,None,True,0.1,15,45,42,42,0,180.0,210.0,471.0,0.00849915049144,1.9389856749999126,48.76001053332714,48.76001053332714,48.76001053332714,0,0.0,1,0,2
2017+AC0-05+AC0-10 13:18:50.026961,Cover Type,False,soil+AF8-type+AF8-30,False,2,581012,2,Twoing,1,3,2,True,1,False,None,True,0.1,15,45,42,42,0,180.0,210.0,471.0,0.00620556624578,1.7270204960000228,48.76001053332714,48.76001053332714,48.76001053332714,0,0.0,1,0,2
2017+AC0-05+AC0-10 13:18:50.026977,Cover Type,False,soil+AF8-type+AF8-31,False,2,581012,2,Twoing,1,3,2,True,1,False,None,True,0.1,15,45,42,42,0,180.0,210.0,471.0,0.00141951157044,1.6288745439999275,48.76001053332714,48.76001053332714,48.76001053332714,0,0.0,1,0,2
2017+AC0-05+AC0-10 13:18:50.026994,Cover Type,False,soil+AF8-type+AF8-32,False,2,581012,2,Twoing,1,3,2,True,1,False,None,True,0.1,15,45,42,42,0,180.0,210.0,471.0,0.00273369536206,1.5894498180000483,48.76001053332714,48.76001053332714,48.76001053332714,0,0.0,1,0,2
2017+AC0-05+AC0-10 13:18:50.027010,Cover Type,False,soil+AF8-type+AF8-33,False,2,581012,2,Twoing,1,3,2,True,1,False,None,True,0.1,15,45,42,42,0,180.0,210.0,471.0,0.00203837045276,1.508834737000143,48.76001053332714,48.76001053332714,48.76001053332714,0,0.0,1,0,2
2017+AC0-05+AC0-10 13:18:50.027027,Cover Type,False,soil+AF8-type+AF8-34,False,2,581012,2,Twoing,1,3,2,True,1,False,None,True,0.1,15,45,42,42,0,180.0,210.0,471.0,0.000888583283957,1.507033126000124,48.76001053332714,48.76001053332714,48.76001053332714,0,0.0,1,0,2
2017+AC0-05+AC0-10 13:18:50.027043,Cover Type,False,soil+AF8-type+AF8-35,False,2,581012,2,Twoing,1,3,2,True,1,False,None,True,0.1,15,45,42,42,0,180.0,210.0,471.0,0.00225479022347,1.7199028800000633,48.76001053332714,48.92059213821378,48.92059213821378,0,0.0,3,1,0
2017+AC0-05+AC0-10 13:18:50.027060,Cover Type,False,soil+AF8-type+AF8-36,False,2,581012,2,Twoing,1,3,2,True,1,False,None,True,0.1,15,45,42,42,0,180.0,210.0,471.0,0.000116003337982,1.7499596850000216,48.76001053332714,48.76052687289269,48.76052687289269,0,0.0,3,1,0
2017+AC0-05+AC0-10 13:18:50.027076,Cover Type,False,soil+AF8-type+AF8-37,False,2,581012,2,Twoing,1,3,2,True,1,False,None,True,0.1,15,45,42,42,0,180.0,210.0,471.0,0.000975989415164,2.1635929540000234,48.76001053332714,48.80906279205457,48.80906279205457,0,0.0,3,1,0
2017+AC0-05+AC0-10 13:18:50.027093,Cover Type,False,soil+AF8-type+AF8-38,False,2,581012,2,Twoing,1,3,2,True,1,False,None,True,0.1,15,45,42,42,0,180.0,210.0,471.0,0.0167878746814,2.334642249999888,48.76001053332714,50.15206200205503,50.15206200205503,0,0.0,3,1,0
2017+AC0-05+AC0-10 13:18:50.027110,Cover Type,False,soil+AF8-type+AF8-39,False,2,581012,2,Twoing,1,3,2,True,1,False,None,True,0.1,15,45,42,42,0,180.0,210.0,471.0,0.0162088129794,2.0570828820000315,48.76001053332714,50.025042468929264,50.025042468929264,0,0.0,3,1,0
2017+AC0-05+AC0-10 13:18:50.027127,Cover Type,False,soil+AF8-type+AF8-40,False,2,581012,2,Twoing,1,3,2,True,1,False,None,True,0.1,15,45,42,42,0,180.0,210.0,471.0,0.00950459569714,2.039814738999894,48.76001053332714,49.55362444558039,49.55362444558039,0,0.0,3,1,0
2017+AC0-05+AC0-10 13:18:50.027143,Cover Type,False,wilderness+AF8-area+AF8-2,False,2,581012,2,Twoing,1,3,2,True,1,False,None,True,0.1,15,45,42,42,0,180.0,210.0,471.0,0.0238429556998,1.700263552000024,48.76001053332714,48.76001053332714,48.76001053332714,0,0.0,1,0,2
2017+AC0-05+AC0-10 13:18:50.027160,Cover Type,False,wilderness+AF8-area+AF8-3,False,2,581012,2,Twoing,1,3,2,True,1,False,None,True,0.1,15,45,42,42,0,180.0,210.0,471.0,0.00968472989739,1.6957414940000035,48.76001053332714,50.4303690278875,50.4303690278875,0,0.0,3,1,0
2017+AC0-05+AC0-10 13:18:50.027177,Cover Type,False,wilderness+AF8-area+AF8-4,False,2,581012,2,Twoing,1,3,2,True,1,False,None,True,0.1,15,45,42,42,0,180.0,210.0,471.0,0.0210206093379,1.526079030999881,48.76001053332714,48.76001053332714,48.76001053332714,0,0.0,1,0,2
2017+AC0-05+AC0-10 13:20:11.869605,Cover Type,False,soil+AF8-type+AF8-1,False,2,581012,2,Twoing,1,3,3,True,1,False,None,True,0.1,15,45,42,42,0,183.0,210.0,468.0,0.0086036298966,1.614079312000058,48.760249499142866,49.116529318214674,49.116529318214674,0,0.0,3,1,0
2017+AC0-05+AC0-10 13:20:11.869698,Cover Type,False,soil+AF8-type+AF8-2,False,2,581012,2,Twoing,1,3,3,True,1,False,None,True,0.1,15,45,42,42,0,183.0,210.0,468.0,0.0155584576602,1.7348397880000448,48.760249499142866,49.49088130202202,49.49088130202202,0,0.0,3,1,0
2017+AC0-05+AC0-10 13:20:11.869732,Cover Type,False,soil+AF8-type+AF8-3,False,2,581012,2,Twoing,1,3,3,True,1,False,None,True,0.1,15,45,42,42,0,183.0,210.0,468.0,0.00722342737839,1.728374383000073,48.760249499142866,48.97143565276659,48.97143565276659,0,0.0,3,1,0
2017+AC0-05+AC0-10 13:20:11.869759,Cover Type,False,soil+AF8-type+AF8-4,False,2,581012,2,Twoing,1,3,3,True,1,False,None,True,0.1,15,45,42,42,0,183.0,210.0,468.0,0.0158288814851,2.242826457000092,48.760249499142866,49.4986265154801,49.4986265154801,0,0.0,3,1,0
2017+AC0-05+AC0-10 13:20:11.869783,Cover Type,False,soil+AF8-type+AF8-5,False,2,581012,2,Twoing,1,3,3,True,1,False,None,True,0.1,15,45,42,42,0,183.0,210.0,468.0,0.00465314437912,2.2830359849999695,48.760249499142866,48.92289898176261,48.92289898176261,0,0.0,3,1,0
2017+AC0-05+AC0-10 13:20:11.869806,Cover Type,False,soil+AF8-type+AF8-6,False,2,581012,2,Twoing,1,3,3,True,1,False,None,True,0.1,15,45,42,42,0,183.0,210.0,468.0,0.0132834954307,2.065427856000042,48.760249499142866,49.301898093644795,49.301898093644795,0,0.0,3,1,0
2017+AC0-05+AC0-10 13:20:11.869829,Cover Type,False,soil+AF8-type+AF8-7,False,2,581012,2,Twoing,1,3,3,True,1,False,None,True,0.1,15,45,42,42,0,183.0,210.0,468.0,8.94897790342e+AC0-05,1.8678656839999803,48.760249499142866,48.760249499142866,48.760249499142866,0,0.0,1,0,2
2017+AC0-05+AC0-10 13:20:11.869852,Cover Type,False,soil+AF8-type+AF8-8,False,2,581012,2,Twoing,1,3,3,True,1,False,None,True,0.1,15,45,42,42,0,183.0,210.0,468.0,4.30683001243e+AC0-05,1.652010558000029,48.760249499142866,48.760249499142866,48.760249499142866,0,0.0,1,0,2
2017+AC0-05+AC0-10 13:20:11.869874,Cover Type,False,soil+AF8-type+AF8-9,False,2,581012,2,Twoing,1,3,3,True,1,False,None,True,0.1,15,45,42,42,0,183.0,210.0,468.0,0.000573434772778,1.6777448569998796,48.760249499142866,48.760249499142866,48.760249499142866,0,0.0,1,0,2
2017+AC0-05+AC0-10 13:20:11.869896,Cover Type,False,soil+AF8-type+AF8-10,False,2,581012,2,Twoing,1,3,3,True,1,False,None,True,0.1,15,45,42,42,0,183.0,210.0,468.0,0.0342777460531,1.6083720560000074,48.760249499142866,48.853192060639856,48.853192060639856,0,0.0,3,1,0
2017+AC0-05+AC0-10 13:20:11.869917,Cover Type,False,soil+AF8-type+AF8-11,False,2,581012,2,Twoing,1,3,3,True,1,False,None,True,0.1,15,45,42,42,0,183.0,210.0,468.0,0.00506462135422,1.5497416480000084,48.760249499142866,48.760249499142866,48.760249499142866,0,0.0,1,0,2
2017+AC0-05+AC0-10 13:20:11.869939,Cover Type,False,soil+AF8-type+AF8-12,False,2,581012,2,Twoing,1,3,3,True,1,False,None,True,0.1,15,45,42,42,0,183.0,210.0,468.0,0.0193270384895,1.6159569669998746,48.760249499142866,48.760249499142866,48.760249499142866,0,0.0,1,0,2
2017+AC0-05+AC0-10 13:20:11.869959,Cover Type,False,soil+AF8-type+AF8-13,False,2,581012,2,Twoing,1,3,3,True,1,False,None,True,0.1,15,45,42,42,0,183.0,210.0,468.0,0.00709813497363,1.6786532520000037,48.760249499142866,48.760249499142866,48.760249499142866,0,0.0,1,0,2
2017+AC0-05+AC0-10 13:20:11.869980,Cover Type,False,soil+AF8-type+AF8-14,False,2,581012,2,Twoing,1,3,3,True,1,False,None,True,0.1,15,45,42,42,0,183.0,210.0,468.0,0.00173126102785,1.7349351799998658,48.760249499142866,48.81498234091332,48.81498234091332,0,0.0,3,1,0
2017+AC0-05+AC0-10 13:20:11.870001,Cover Type,False,soil+AF8-type+AF8-16,False,2,581012,2,Twoing,1,3,3,True,1,False,None,True,0.1,15,45,42,42,0,183.0,210.0,468.0,0.000346900555359,1.567459602000099,48.760249499142866,48.760249499142866,48.760249499142866,0,0.0,1,0,2
2017+AC0-05+AC0-10 13:20:11.870022,Cover Type,False,soil+AF8-type+AF8-17,False,2,581012,2,Twoing,1,3,3,True,1,False,None,True,0.1,15,45,42,42,0,183.0,210.0,468.0,0.00362270808023,1.6037615200000346,48.760249499142866,48.760249499142866,48.760249499142866,0,0.0,1,0,2
2017+AC0-05+AC0-10 13:20:11.870043,Cover Type,False,soil+AF8-type+AF8-18,False,2,581012,2,Twoing,1,3,3,True,1,False,None,True,0.1,15,45,42,42,0,183.0,210.0,468.0,0.00140453503382,1.6742650060000415,48.760249499142866,48.760249499142866,48.760249499142866,0,0.0,1,0,2
2017+AC0-05+AC0-10 13:20:11.870072,Cover Type,False,soil+AF8-type+AF8-19,False,2,581012,2,Twoing,1,3,3,True,1,False,None,True,0.1,15,45,42,42,0,183.0,210.0,468.0,0.000876584596249,1.8801966249998259,48.760249499142866,48.92083359150711,48.92083359150711,0,0.0,3,1,0
2017+AC0-05+AC0-10 13:20:11.870094,Cover Type,False,soil+AF8-type+AF8-20,False,2,581012,2,Twoing,1,3,3,True,1,False,None,True,0.1,15,45,42,42,0,183.0,210.0,468.0,0.000407652207577,2.2842118920000303,48.760249499142866,48.760249499142866,48.760249499142866,0,0.0,1,0,2
2017+AC0-05+AC0-10 13:20:11.870114,Cover Type,False,soil+AF8-type+AF8-21,False,2,581012,2,Twoing,1,3,3,True,1,False,None,True,0.1,15,45,42,42,0,183.0,210.0,468.0,0.0010084804518,2.1664171060001536,48.760249499142866,48.89604890844125,48.89604890844125,0,0.0,3,1,0
2017+AC0-05+AC0-10 13:20:11.870135,Cover Type,False,soil+AF8-type+AF8-22,False,2,581012,2,Twoing,1,3,3,True,1,False,None,True,0.1,15,45,42,42,0,183.0,210.0,468.0,0.0203164703331,2.0898509759999797,48.760249499142866,51.90428981556065,51.90428981556065,0,0.0,3,1,0
2017+AC0-05+AC0-10 13:20:11.870155,Cover Type,False,soil+AF8-type+AF8-23,False,2,581012,2,Twoing,1,3,3,True,1,False,None,True,0.1,15,45,42,42,0,183.0,210.0,468.0,0.0138725280742,1.8784597769999891,48.760249499142866,51.334242105045746,51.334242105045746,0,0.0,3,1,0
2017+AC0-05+AC0-10 13:20:11.870175,Cover Type,False,soil+AF8-type+AF8-24,False,2,581012,2,Twoing,1,3,3,True,1,False,None,True,0.1,15,45,42,42,0,183.0,210.0,468.0,0.00197756638178,1.7319805449999421,48.760249499142866,48.9972530309602,48.9972530309602,0,0.0,3,1,0
2017+AC0-05+AC0-10 13:20:11.870195,Cover Type,False,soil+AF8-type+AF8-25,False,2,581012,2,Twoing,1,3,3,True,1,False,None,True,0.1,15,45,42,42,0,183.0,210.0,468.0,0.000124374623793,1.661603082000056,48.760249499142866,48.760249499142866,48.760249499142866,0,0.0,1,0,2
2017+AC0-05+AC0-10 13:20:11.870215,Cover Type,False,soil+AF8-type+AF8-26,False,2,581012,2,Twoing,1,3,3,True,1,False,None,True,0.1,15,45,42,42,0,183.0,210.0,468.0,0.00144166230078,1.5264572520000002,48.760249499142866,48.760249499142866,48.760249499142866,0,0.0,1,0,2
2017+AC0-05+AC0-10 13:20:11.870235,Cover Type,False,soil+AF8-type+AF8-27,False,2,581012,2,Twoing,1,3,3,True,1,False,None,True,0.1,15,45,42,42,0,183.0,210.0,468.0,0.000158823556079,1.600679565000064,48.760249499142866,48.774707230931284,48.774707230931284,0,0.0,3,1,0
2017+AC0-05+AC0-10 13:20:11.870255,Cover Type,False,soil+AF8-type+AF8-28,False,2,581012,2,Twoing,1,3,3,True,1,False,None,True,0.1,15,45,42,42,0,183.0,210.0,468.0,0.000657852737344,1.6322316430000683,48.760249499142866,48.760249499142866,48.760249499142866,0,0.0,1,0,2
2017+AC0-05+AC0-10 13:20:11.870275,Cover Type,False,soil+AF8-type+AF8-29,False,2,581012,2,Twoing,1,3,3,True,1,False,None,True,0.1,15,45,42,42,0,183.0,210.0,468.0,0.00873867813768,1.6371276630000011,48.760249499142866,48.760249499142866,48.760249499142866,0,0.0,1,0,2
2017+AC0-05+AC0-10 13:20:11.870295,Cover Type,False,soil+AF8-type+AF8-30,False,2,581012,2,Twoing,1,3,3,True,1,False,None,True,0.1,15,45,42,42,0,183.0,210.0,468.0,0.00615815522167,1.9898224309999932,48.760249499142866,48.760249499142866,48.760249499142866,0,0.0,1,0,2
2017+AC0-05+AC0-10 13:20:11.870316,Cover Type,False,soil+AF8-type+AF8-31,False,2,581012,2,Twoing,1,3,3,True,1,False,None,True,0.1,15,45,42,42,0,183.0,210.0,468.0,0.00142434319673,2.2332520980000936,48.760249499142866,48.760249499142866,48.760249499142866,0,0.0,1,0,2
2017+AC0-05+AC0-10 13:20:11.870336,Cover Type,False,soil+AF8-type+AF8-32,False,2,581012,2,Twoing,1,3,3,True,1,False,None,True,0.1,15,45,42,42,0,183.0,210.0,468.0,0.00272651704592,1.9622760490001383,48.760249499142866,48.760249499142866,48.760249499142866,0,0.0,1,0,2
2017+AC0-05+AC0-10 13:20:11.870356,Cover Type,False,soil+AF8-type+AF8-33,False,2,581012,2,Twoing,1,3,3,True,1,False,None,True,0.1,15,45,42,42,0,183.0,210.0,468.0,0.00205307794366,1.9316796250000152,48.760249499142866,48.760249499142866,48.760249499142866,0,0.0,1,0,2
2017+AC0-05+AC0-10 13:20:11.870376,Cover Type,False,soil+AF8-type+AF8-34,False,2,581012,2,Twoing,1,3,3,True,1,False,None,True,0.1,15,45,42,42,0,183.0,210.0,468.0,0.000874884628623,1.6603596449999714,48.760249499142866,48.760249499142866,48.760249499142866,0,0.0,1,0,2
2017+AC0-05+AC0-10 13:20:11.870399,Cover Type,False,soil+AF8-type+AF8-35,False,2,581012,2,Twoing,1,3,3,True,1,False,None,True,0.1,15,45,42,42,0,183.0,210.0,468.0,0.00230422155773,1.724839449000001,48.760249499142866,48.91153933535742,48.91153933535742,0,0.0,3,1,0
2017+AC0-05+AC0-10 13:20:11.870421,Cover Type,False,soil+AF8-type+AF8-36,False,2,581012,2,Twoing,1,3,3,True,1,False,None,True,0.1,15,45,42,42,0,183.0,210.0,468.0,8.3827886492e+AC0-05,1.6566244960001768,48.760249499142866,48.76644566990933,48.76644566990933,0,0.0,3,1,0
2017+AC0-05+AC0-10 13:20:11.870441,Cover Type,False,soil+AF8-type+AF8-37,False,2,581012,2,Twoing,1,3,3,True,1,False,None,True,0.1,15,45,42,42,0,183.0,210.0,468.0,0.000942305757901,1.6008349960000032,48.760249499142866,48.81291695065783,48.81291695065783,0,0.0,3,1,0
2017+AC0-05+AC0-10 13:20:11.870461,Cover Type,False,soil+AF8-type+AF8-38,False,2,581012,2,Twoing,1,3,3,True,1,False,None,True,0.1,15,45,42,42,0,183.0,210.0,468.0,0.0169319252846,1.6529525939999985,48.760249499142866,50.11566185430737,50.11566185430737,0,0.0,3,1,0
2017+AC0-05+AC0-10 13:20:11.870481,Cover Type,False,soil+AF8-type+AF8-39,False,2,581012,2,Twoing,1,3,3,True,1,False,None,True,0.1,15,45,42,42,0,183.0,210.0,468.0,0.0159613711609,1.79341789099999,48.760249499142866,50.08416465291117,50.08416465291117,0,0.0,3,1,0
2017+AC0-05+AC0-10 13:20:11.870501,Cover Type,False,soil+AF8-type+AF8-40,False,2,581012,2,Twoing,1,3,3,True,1,False,None,True,0.1,15,45,42,42,0,183.0,210.0,468.0,0.00963970591814,1.791672558000073,48.760249499142866,49.53683623520664,49.53683623520664,0,0.0,3,1,0
2017+AC0-05+AC0-10 13:20:11.870521,Cover Type,False,wilderness+AF8-area+AF8-2,False,2,581012,2,Twoing,1,3,3,True,1,False,None,True,0.1,15,45,42,42,0,183.0,210.0,468.0,0.0240230743819,2.308944587000042,48.760249499142866,48.760249499142866,48.760249499142866,0,0.0,1,0,2
2017+AC0-05+AC0-10 13:20:11.870541,Cover Type,False,wilderness+AF8-area+AF8-3,False,2,581012,2,Twoing,1,3,3,True,1,False,None,True,0.1,15,45,42,42,0,183.0,210.0,468.0,0.00990697839289,2.024286560000064,48.760249499142866,50.354730776380194,50.354730776380194,0,0.0,3,1,0
2017+AC0-05+AC0-10 13:20:11.870561,Cover Type,False,wilderness+AF8-area+AF8-4,False,2,581012,2,Twoing,1,3,3,True,1,False,None,True,0.1,15,45,42,42,0,183.0,210.0,468.0,0.0211350076022,1.9088017820001824,48.760249499142866,48.760249499142866,48.760249499142866,0,0.0,1,0,2
2017+AC0-05+AC0-10 13:21:32.753183,Cover Type,False,soil+AF8-type+AF8-1,False,2,581012,3,Twoing,1,3,1,True,1,False,None,True,0.1,15,45,42,42,0,182.0,210.0,469.0,0.00861229256078,1.8075975560000188,48.759507004073875,49.1142286224719,49.1142286224719,0,0.0,3,1,0
2017+AC0-05+AC0-10 13:21:32.753269,Cover Type,False,soil+AF8-type+AF8-2,False,2,581012,3,Twoing,1,3,1,True,1,False,None,True,0.1,15,45,42,42,0,182.0,210.0,469.0,0.0157174922231,1.6273683919998803,48.759507004073875,49.472564580504255,49.472564580504255,0,0.0,3,1,0
2017+AC0-05+AC0-10 13:21:32.753299,Cover Type,False,soil+AF8-type+AF8-3,False,2,581012,3,Twoing,1,3,1,True,1,False,None,True,0.1,15,45,42,42,0,182.0,210.0,469.0,0.00708950576043,1.606171574999962,48.759507004073875,48.98204705870204,48.98204705870204,0,0.0,3,1,0
2017+AC0-05+AC0-10 13:21:32.753320,Cover Type,False,soil+AF8-type+AF8-4,False,2,581012,3,Twoing,1,3,1,True,1,False,None,True,0.1,15,45,42,42,0,182.0,210.0,469.0,0.0160569658625,1.6608613990001686,48.759507004073875,49.46895024086992,49.46895024086992,0,0.0,3,1,0
2017+AC0-05+AC0-10 13:21:32.753343,Cover Type,False,soil+AF8-type+AF8-5,False,2,581012,3,Twoing,1,3,1,True,1,False,None,True,0.1,15,45,42,42,0,182.0,210.0,469.0,0.00476776706923,1.7222758539999177,48.759507004073875,48.90149891827978,48.90149891827978,0,0.0,3,1,0
2017+AC0-05+AC0-10 13:21:32.753365,Cover Type,False,soil+AF8-type+AF8-6,False,2,581012,3,Twoing,1,3,1,True,1,False,None,True,0.1,15,45,42,42,0,182.0,210.0,469.0,0.0131763919899,1.6972612209999625,48.759507004073875,49.307853960025405,49.307853960025405,0,0.0,3,1,0
2017+AC0-05+AC0-10 13:21:32.753385,Cover Type,False,soil+AF8-type+AF8-7,False,2,581012,3,Twoing,1,3,1,True,1,False,None,True,0.1,15,45,42,42,0,182.0,210.0,469.0,9.62703985868e+AC0-05,1.5206269650000195,48.759507004073875,48.759507004073875,48.759507004073875,0,0.0,1,0,2
2017+AC0-05+AC0-10 13:21:32.753413,Cover Type,False,soil+AF8-type+AF8-8,False,2,581012,3,Twoing,1,3,1,True,1,False,None,True,0.1,15,45,42,42,0,182.0,210.0,469.0,4.16447606232e+AC0-05,1.5341270659998827,48.759507004073875,48.759507004073875,48.759507004073875,0,0.0,1,0,2
2017+AC0-05+AC0-10 13:21:32.753433,Cover Type,False,soil+AF8-type+AF8-9,False,2,581012,3,Twoing,1,3,1,True,1,False,None,True,0.1,15,45,42,42,0,182.0,210.0,469.0,0.000525054098954,1.589221723000037,48.759507004073875,48.759507004073875,48.759507004073875,0,0.0,1,0,2
2017+AC0-05+AC0-10 13:21:32.753452,Cover Type,False,soil+AF8-type+AF8-10,False,2,581012,3,Twoing,1,3,1,True,1,False,None,True,0.1,15,45,42,42,0,182.0,210.0,469.0,0.0337805984204,1.7110947839998971,48.759507004073875,48.9484853335261,48.9484853335261,0,0.0,3,1,0
2017+AC0-05+AC0-10 13:21:32.753471,Cover Type,False,soil+AF8-type+AF8-11,False,2,581012,3,Twoing,1,3,1,True,1,False,None,True,0.1,15,45,42,42,0,182.0,210.0,469.0,0.00502352266932,1.865397337999866,48.759507004073875,48.759507004073875,48.759507004073875,0,0.0,1,0,2
2017+AC0-05+AC0-10 13:21:32.753489,Cover Type,False,soil+AF8-type+AF8-12,False,2,581012,3,Twoing,1,3,1,True,1,False,None,True,0.1,15,45,42,42,0,182.0,210.0,469.0,0.0193677397387,2.1779313089998595,48.759507004073875,48.759507004073875,48.759507004073875,0,0.0,1,0,2
2017+AC0-05+AC0-10 13:21:32.753507,Cover Type,False,soil+AF8-type+AF8-13,False,2,581012,3,Twoing,1,3,1,True,1,False,None,True,0.1,15,45,42,42,0,182.0,210.0,469.0,0.00686986044929,2.0852764320000006,48.759507004073875,48.759507004073875,48.759507004073875,0,0.0,1,0,2
2017+AC0-05+AC0-10 13:21:32.753526,Cover Type,False,soil+AF8-type+AF8-14,False,2,581012,3,Twoing,1,3,1,True,1,False,None,True,0.1,15,45,42,42,0,182.0,210.0,469.0,0.00167633769895,2.0366696359999423,48.759507004073875,48.820434443624045,48.820434443624045,0,0.0,3,1,0
2017+AC0-05+AC0-10 13:21:32.753544,Cover Type,False,soil+AF8-type+AF8-16,False,2,581012,3,Twoing,1,3,1,True,1,False,None,True,0.1,15,45,42,42,0,182.0,210.0,469.0,0.000388703642373,1.6448715619999348,48.759507004073875,48.759507004073875,48.759507004073875,0,0.0,1,0,2
2017+AC0-05+AC0-10 13:21:32.753562,Cover Type,False,soil+AF8-type+AF8-17,False,2,581012,3,Twoing,1,3,1,True,1,False,None,True,0.1,15,45,42,42,0,182.0,210.0,469.0,0.00355633969627,1.638325051000038,48.759507004073875,48.759507004073875,48.759507004073875,0,0.0,1,0,2
2017+AC0-05+AC0-10 13:21:32.753580,Cover Type,False,soil+AF8-type+AF8-18,False,2,581012,3,Twoing,1,3,1,True,1,False,None,True,0.1,15,45,42,42,0,182.0,210.0,469.0,0.00136746367646,1.5393151329999455,48.759507004073875,48.759507004073875,48.759507004073875,0,0.0,1,0,2
2017+AC0-05+AC0-10 13:21:32.753598,Cover Type,False,soil+AF8-type+AF8-19,False,2,581012,3,Twoing,1,3,1,True,1,False,None,True,0.1,15,45,42,42,0,182.0,210.0,469.0,0.000895877471797,1.5908783630000016,48.759507004073875,48.912341937182774,48.912341937182774,0,0.0,3,1,0
2017+AC0-05+AC0-10 13:21:32.753616,Cover Type,False,soil+AF8-type+AF8-20,False,2,581012,3,Twoing,1,3,1,True,1,False,None,True,0.1,15,45,42,42,0,182.0,210.0,469.0,0.000410124119206,1.5620118960000582,48.759507004073875,48.759507004073875,48.759507004073875,0,0.0,1,0,2
2017+AC0-05+AC0-10 13:21:32.753634,Cover Type,False,soil+AF8-type+AF8-21,False,2,581012,3,Twoing,1,3,1,True,1,False,None,True,0.1,15,45,42,42,0,182.0,210.0,469.0,0.0010538472085,1.7299291150000045,48.759507004073875,48.88755789397593,48.88755789397593,0,0.0,3,1,0
2017+AC0-05+AC0-10 13:21:32.753652,Cover Type,False,soil+AF8-type+AF8-22,False,2,581012,3,Twoing,1,3,1,True,1,False,None,True,0.1,15,45,42,42,0,182.0,210.0,469.0,0.020339322179,1.8950592190001316,48.759507004073875,51.90088448054195,51.90088448054195,0,0.0,3,1,0
2017+AC0-05+AC0-10 13:21:32.753671,Cover Type,False,soil+AF8-type+AF8-23,False,2,581012,3,Twoing,1,3,1,True,1,False,None,True,0.1,15,45,42,42,0,182.0,210.0,469.0,0.0138300538373,2.30294086899994,48.759507004073875,51.339112834520044,51.339112834520044,0,0.0,3,1,0
2017+AC0-05+AC0-10 13:21:32.753688,Cover Type,False,soil+AF8-type+AF8-24,False,2,581012,3,Twoing,1,3,1,True,1,False,None,True,0.1,15,45,42,42,0,182.0,210.0,469.0,0.00199113246035,2.1511109880000276,48.759507004073875,48.98772673527027,48.98772673527027,0,0.0,3,1,0
2017+AC0-05+AC0-10 13:21:32.753706,Cover Type,False,soil+AF8-type+AF8-25,False,2,581012,3,Twoing,1,3,1,True,1,False,None,True,0.1,15,45,42,42,0,182.0,210.0,469.0,8.41217413441e+AC0-05,1.9248764779999874,48.759507004073875,48.759507004073875,48.759507004073875,0,0.0,1,0,2
2017+AC0-05+AC0-10 13:21:32.753727,Cover Type,False,soil+AF8-type+AF8-26,False,2,581012,3,Twoing,1,3,1,True,1,False,None,True,0.1,15,45,42,42,0,182.0,210.0,469.0,0.00136034512069,1.7603630559999601,48.759507004073875,48.759507004073875,48.759507004073875,0,0.0,1,0,2
